"ALPA4","BBAS3","BBDC3","BBDC4","CMIG4","CPLE6","ELET3","ELET6","EMBR3","GGBR4","ITSA4","LIGT3","PETR3","PETR4","SBSP3","VIVT3"
"120",17.244897959,-3.2666480939,4.7830995223,1.2037619195,4.9833887042,9.4886195684,25.310344828,25.524337159,11.660987479,8.1916540606,5.8413719185,7.8455790786,-5.1179339404,-4.918288059,8.7974683545,-0.36745406805
"121",5.8311575283,-5.3872053873,-5.695030857,-5.2328263643,-0.79113924057,4.0496760259,10.181618051,9.394703657,5.047318612,-13.040494166,-4.9513330514,-4.0415704389,-8.2352941177,-6.8683565006,-8.8132635254,-1.8096406043
"122",6.5789473685,7.617634937,-0.41107954512,-0.4543679458,-5.2312599681,-4.5147898287,-18.397944388,-16.882877968,-1.801801802,4.3804262035,2.9385574355,6.8993180907,1.2558869703,1.2876792509,-3.1897926635,-5.1490514905
"123",-1.595957163,0.95907486921,2.5177472213,5.3455803525,-0.63951531465,-1.0597826088,11.965811965,11.049146043,7.2375127422,9.2627599244,7.1674872304,-1.9850630116,2.5839793281,2.2536839064,5.6953642385,-6.9428571428
"124",-2.6813880126,0.46901172518,-1.2489258773,-2.9757716979,7.793551891,-1.9115317535,-5.7251908396,-5.2102950407,-2.3254290762,-1.5570934256,-1.5599343185,-2.368093062,-6.3040338147,-6.6198933292,4.573934837,-1.7440320727
"125",6.3825378526,-12.097781064,-4.7865961783,-4.3886409971,-5.6624319421,-5.0847457629,-6.7099062076,-8.0798662951,-4.4117647059,-11.704407462,-6.8820540945,-12.765957446,-7.1767745109,-9.0969017797,4.8532055123,1.5782404298
"126",19.230769231,-5.1193225559,-4.7098412721,-6.9557106304,0.65409772997,10.714285714,5.3421633555,7.5514874143,-4.3594092451,-5.6400000001,-3.8254310345,2.5365853659,-9.0375586856,-9.2567567569,7.1428571428,8.3636363637
"127",2.4516129031,23.894523326,21.974428269,26.263153607,0.53516819571,2.4193548386,-4.4425817268,-3.3687943263,23.814655172,7.6727426876,22.128851541,4.662226451,3.3548387097,3.6857781088,-6.2133333335,7.3825503354
"128",7.6272439854,-6.117170203,-4.2922364352,-5.5080447908,6.4638783271,1.7415948168,-6.2719298246,-6.9357798166,-6.0052219322,-7.5087355859,-5.4271653842,-0.63636363639,-7.0665829146,-5.7504520796,-5.0042649986,4.6590909091
"129",11.764705882,13.697095469,9.2549750636,11.410524167,-1.9642857143,-3.1209362809,0.88909686474,0.15772870665,9.6243232434,-2.8253424656,5.1603451082,6.7439865203,2.7374112877,4.7198772065,13.439090093,2.605863192
"130",10.526315789,3.0189853718,1.719560898,3.3751801246,9.0710382514,7.3288590604,8.53432282,8.2283464568,2.5402201523,-3.0837004405,4.4117647059,-0.83333333323,-6.0855263159,-5.2766581166,0.65963060697,5.9562058495
"131",-5.7425870785,-0.21624073124,-3.3120162824,-4.1838370185,-4.8096192385,6.3031515758,-3.8888888889,-4.3288468534,2.3121387283,-10.862865947,-3.928836175,2.614379085,-3.6696548654,-4.3688628381,-0.41939711673,-5.1670951158
"132",9.543147208,-3.7517784188,-0.98747379179,-0.71679100474,-1.8360056894,-2.3529411766,-1.1116051578,1.7110266161,-3.1679617452,16.256410257,1.9619959832,15.696087352,12.408780364,11.848122267,17.391737739,6.5329357549
"133",-0.83410565339,-5.2832590707,-5.0101254631,-5.6246208237,2.5833021342,2.4096385543,0.74839914942,0.87888151083,14.576271186,-5.8226731364,-10.086481704,2.8313016122,-1.6366612112,-0.73286918287,-4.2028645223,0.65349206106
"134",-0.56074766362,1.0390583328,4.4907970218,4.2411332714,0.91240875918,-1.6470588235,4.9107142857,12.28200371,3.6242603548,2.9976580794,2.9686174725,4.3977055449,8.4858569051,5.50018457,-0.073529411748,3.9050535988
"135",6.5488919765,0.20209679351,9.8212747706,4.2668821579,12.802893309,6.3397129188,4.9787234044,1.1896893589,-3.2055513516,-7.9323740068,6.9616264123,3.2967032968,0.53744515444,0.29960800111,15.280843757,-1.0293479724
"136",2.4999999998,-1.8950930626,-4.9052705923,-5.7761922039,3.2382173775,-1.5398175684,-7.1747061209,-6.5643370346,-8.4444444445,-6.3893016345,-5.0781250001,0.056490671159,-11.050440539,-9.7665917171,-3.0425531914,3.0872483221
"137",7.7209463498,-2.6819398554,-0.8931037567,-1.1955049132,-2.7914614122,-4.6511627907,-2.1834061135,-1.0835372248,1.213592233,-8.0798554027,-2.6375959123,2.4528301887,-6.4428274134,-5.1080001838,5.9688391484,10.677083333
"138",-1.6260162602,0.78117860139,2.6856413433,2.8160427351,6.9932432434,1.2195121952,-2.7652812755,-0.76528469381,-4.1014745209,-5.8347775853,1.6446252966,8.1399631676,-2.1617592247,-1.5359070154,-3.7481880307,-2.2352941177
"139",-11.239669421,-6.1071428571,-6.675401025,-6.897490139,-6.378275971,-9.8795180723,-10.292005744,-10.727824109,-5.7983193276,-13.987730061,-13.094245204,-5.3133514987,-0.76190476193,-0.92748735242,-0.38726333896,3.4897713598
"140",0.71831153691,2.4957735648,-5.2740305159,-4.5296542958,-0.50590219225,-4.139950252,-13.020277481,-10.233545647,-9.9018733274,-2.3373203117,-7.2439090352,-1.4388489208,-11.206492662,-10.718698765,-0.64794816417,3.8372093024
"141",-2.8837209303,-5.9940690984,-2.9461110861,-1.5109425471,-5.9999999999,-3.1428571428,-0.61349693233,1.6083254493,17.25831474,-1.8382352941,-0.37633284574,-9.708029197,-8.9324618738,-8.173076923,-4.9999999999,-1.7021276596
"142",9.1954022988,4.267310789,9.0510886032,12.119832157,3.4980165885,1.3274336281,6.111111111,10.195530726,0.85106382976,15.730337078,12.801678908,8.1244947453,10.430622009,11.623036649,7.780320366,6.282936812
"143",-3.2703183093,-6.0868091423,-0.54201138655,-4.5236047613,8.0836236934,6.229985444,-3.6067481094,-0.54921841993,-4.5569620253,-11.860442177,-1.8604651163,2.4672897196,5.3898380851,4.3746033825,6.1358811041,-1.5486725664
"144",13.035551504,-0.89216645429,4.2123007566,5.991484773,11.743702964,6.6045491916,7.6644538321,14.061172472,3.9787798409,7.4074074075,8.3926411147,8.7590456105,-4.6434494196,-2.5396825396,4.0808161632,7.393258427
"145",13.306451613,14.725738396,2.629148642,2.1670348033,6.3119927863,4.2416452441,0.61659192816,-4.6554934823,2.5510204081,14.827586206,1.4184397163,-4.7222222222,18.016949152,15.394321384,12.127618681,-7.7737319106
"146",11.459074733,2.2638432498,2.9460084903,-0.45248275683,11.309018942,6.6091245377,4.0668523676,2.0312500001,6.1359867332,8.3034758898,4.8951048951,-0.87463556847,-4.4964697138,-1.0582010584,15.708243904,7.1100917432
"147",1.2472252256,-5.126833398,2.5694960807,2.2632857321,10.769621539,-1.1103400416,-8.244111349,-9.226646248,14.374999999,-2.729805014,-4.9694635209,-4.5955882354,-4.9858714848,-3.4658488008,7.4171164226,9.164882227
"148",7.9797340089,-9.1329479769,-5.1420793634,-3.898208363,12.708926297,14.773913189,-4.900816803,-3.3741037536,12.295081967,2.6345933564,-11.373938143,-0.81681483989,-7.8600823044,-8.8222698073,7.4361182888,-1.1675284731
"149",-17.395760419,-14.941200759,-3.6454041829,-3.3063816223,-6.8819481207,-15.054876786,-11.341407956,-11.146530762,-12.712895377,-11.174673608,-2.7593818984,-4.4354838709,-10.691662789,-9.2159197853,-5.1175841795,-9.9405615905
"150",5.0980392156,-0.91495703591,1.0740420428,1.9175320835,6.6799317794,7.7523159434,7.3850791257,4.3850267379,-6.2509195858,11.60151324,-3.3541785105,4.6413502108,-4.5454545454,-4.6001045478,8.4354316292,3.7778789258
"151",-9.104477612,11.623143881,4.918974577,5.6172730765,4.3964828137,-4.7963800904,-0.70175438595,2.7151639344,-1.6467065869,5.1977401128,13.058823529,1.1290322582,6.0846560846,6.8493150684,13.61038961,-2.4342105262
"152",8.1196997322,6.8981059632,3.4697408026,4.4985087954,-11.562021439,-13.521863118,-7.9858657244,-7.481296758,6.5449010654,-3.1598703681,-2.7055150884,-1.8341307815,6.2344139651,6.4102564103,-1.9204389573,-11.440773207
"153",8.695652174,8.2137229205,-1.4448060269,-1.2421709274,-29.062049062,-9.0409453147,-7.0660522272,-1.7250673854,-2.2805175522,7.4094707521,-3.2672737012,-3.1245952978,9.3896713615,7.8072289156,-3.2750582751,2.0050761421
"154",7.9298245613,-12.620967741,0.21969238842,-1.6887254513,-1.1391375101,-9.3655589123,-7.8512396696,-11.409764125,4.335047759,-7.9356846473,-1.4396456258,-7.0608251807,-7.7253218884,-7.018328118,3.602843716,-3.956208012
"155",-8.2837215821,1.6245009338,21.481527041,10.975483553,5.6378600824,-5,-31.390134529,-40.247678019,-7.676056338,0.21622125259,8.2022471912,8.4668192219,-11.162790697,-10.288461538,0.60479181211,6.7442729085
"156",7.4733096086,18.357708336,6.1764090933,0.69295812482,2.6772882486,11.228070175,-17.254901961,8.6010362695,10.635570619,1.1851015801,2.8908747163,-1.9059237166,2.3560209424,4.6087888531,0.42774566464,8.312655087
"157",-4.6357615895,-4.6875000001,4.3281621571,4.1258038003,-4.4247787611,4.5492742553,12.480252764,20.610687023,13.84083045,-2.5655326269,4.0247678018,-8.2437275985,-6.7519181584,-7.3770491804,3.2577414526,3.6324453245
"158",-6.5972222222,7.9508196721,-0.23616509707,-3.2451174486,8.4722222222,-11.042944785,-2.3876404495,-0.79113924057,1.641337386,-5.8385804235,2.6785714286,-5.7617187502,-20.515633571,-8.1305309734,6.9899665552,4.8063781322
"159",2.1226066669,6.2743461369,9.9955157361,6.3866277802,0.81092616292,6.6551724138,0.57553956831,1.2759170655,7.9015721121,-5.2901441743,3.3338680263,3.6269430053,16.287094548,10.475617098,0.4480566844,3.238426429
"160",7.3308823528,-8.4517304189,-1.5373579577,-3.573049326,8.3403895005,16.665673346,-22.317596566,-17.716535433,-2.7222222222,0.44987146539,-5.402843602,3.3549222799,15.491966039,13.828931894,-10.212109935,1.0055906085
"161",13.784696826,1.4525409098,3.1159181885,4.4124385329,1.1244345231,-7.6728499159,12.71595488,14.032769169,11.857805017,-16.383933612,4.6249136192,-14.00990099,-1.0948905109,-0.19910403189,-4.5115452931,-1.4989293363
"162",-4.1860465116,-11.808991998,-13.703978732,-15.442979655,-8.0369515011,-15.738203957,-17.844522968,-12.787212787,5.1745250994,-3.3716475096,-11.855396065,-10.477835348,-21.929362151,-19.301745636,-14.025297619,-2.1739130435
"163",-2.8432732317,2.4401265251,1.0421262452,-3.7502656463,4.7714716222,1.0115606938,-1.5053763441,-4.6964490261,-5.4119941493,15.701823949,0.96501809421,13.826366559,3.848750844,0.67985166879,1.2548680226,-2.5333333333
"164",-10.918721986,5.2828489455,2.3266183987,0.10888763208,-10.83413231,2.1101573677,8.0786026199,10.216346153,0.92783505152,18.078148115,0.74334565579,1.6949152541,3.8361508452,3.1307550644,-16.282051282,-6.520747834
"165",14.802896218,13.599502452,9.2106051992,9.7167088206,3.4408602151,10.157618213,26.262626263,14.176663031,-8.7869652954,-3.2069970845,7.8490113841,5.1666666666,6.1991233562,9.2857142858,10.464522715,5.1296245172
"166",8.6194814296,15.087040618,4.1731448133,6.3254338706,3.5862785862,-0.66772655018,13.6,13.753581662,-8.2491582492,6.4457831326,7.2222222221,4.2789223455,15.212264151,11.274509804,9.7042513862,3.3087876429
"167",-2.480989719,-13.320401566,-4.3768037523,-3.9036620035,-1.5052684395,4.5105744315,-16.61971831,-12.594458438,10.948012232,2.5373863293,-3.6269430051,8.9665653497,-6.2436028659,-6.4121390113,2.611625948,-6.937288093
"168",-1.7264276227,-3.8900106641,-5.8852935707,-4.9360559234,-3.8690597714,-2.7707006369,-0.84459459449,-4.6109510088,4.6430338341,1.8888888888,-3.2217024064,5.4447823155,-12.718340611,-10.669456067,8.6206896551,-0.19960079835
"169",-14.864864864,-14.385245901,-10.118855296,-10.007843682,-0.57102069959,-8.843760236,-11.073253833,-5.3373615307,-2.6469031233,-6.4885496184,-5.393258427,-13.788426763,-13.883677298,-13.934426229,-15.873015873,0.24050444008
"170",1.8253968252,-0.27828213388,2.3338415067,5.3339127475,-3.5893754486,-9.2705713258,-4.2145593869,-3.2978723405,13.920609026,-15.801749271,3.3600866705,-13.476664918,-5.6644880175,-7.5510204081,-3.4141958671,-4.2067916878
"171",-0.68817395204,11.948474864,15.376218768,14.294875277,13.551749813,18.05940594,32,19.691969197,-3.1435667581,1.0445240187,9.1445427728,13.636363636,15.165511932,16.114790287,-1.8604651162,12.280647989
"172",-3.9682539684,2.6754385966,1.961011926,6.4822183833,11.409836065,10.239285472,17.878787879,15.900735294,-4.4042836709,-7.9201101929,5.9459459459,4.5117966649,8.1720710819,11.693083704,3.9074630435,-2.8102676426
"173",8.2135277869,-2.4020765346,-6.6361905279,-5.9076853036,-3.2174737481,0.87636932694,-10.554209051,-11.373949227,5.7572614109,0.21436634233,-4.1428571429,11.292134831,0.70377479205,0.72420036213,3.125,-4.2764793634
"174",-2.9535864979,10.478313488,1.4815296267,3.3780303458,12.203360032,5.119453925,-3.0349013658,8.47107438,-0.73565473285,-2.9257314328,1.9354838711,8.8339222615,3.1766200762,3.594967046,8.1267217629,2.4415584416
"175",-7.6521739131,11.549295774,9.8032083646,8.0573093204,14.436183395,3.8961038961,-2.1909233176,3.7142857145,6.7360079247,3.168469861,9.2059838895,-1.2059369203,10.775862068,10.468478889,-14.692144373,-0.60851926974
"176",3.6333871103,26.558913345,13.174780087,18.070507333,3.735787764,12.670454545,30.4,13.406795224,1.2064965196,-2.4787404802,15.860976256,15.492957746,23.068371318,22.2513089,6.4708810354,7.5449897291
"177",-5.8447488585,-26.926844476,-12.502564985,-14.64810142,-21.764091858,-15.935451336,-19.509202454,-18.218623482,10.96725278,-9.1049382717,-14.836931557,-15.934959349,-22.086720867,-22.526766595,-7.5268817206,1.5370230722
"178",-15.712900096,9.6047430832,4.2865295822,7.1843070602,-5.0700466978,3.8092381523,-5.1829268291,-7.1287128713,-0.66252587994,-5.857385399,6.6882416397,-1.5957446808,-15.072463768,-15.533443891,-1.9716885742,2.017809224
"179",-6.5268002542,7.1672304141,4.6606173642,6.0617056179,5.5208902857,6.6405989377,-3.2154340837,-17.697228145,-1.4589412254,-1.2492006767,5.9656218402,1.1793611793,-17.064846416,-16.230366492,-0.92831356369,1.1844698982
"180",-10.383189122,-18.723964512,-8.4830760143,-9.6926892988,-5.3626455652,1.699716714,-3.6544850498,5.9585492227,3.9246651848,-12.110091743,-9.9380082146,-17.338513842,-21.069958848,-21.71875,-11.452368558,-6.7623429508
"181",17.655172414,-13.083718973,-2.335523387,-3.7354019045,-9.3607305936,-13.091922005,-11.551724137,-24.938875306,-2.8641571196,-4.9060542798,-2.6624068159,-16.803760282,-16.162669447,-18.363273453,-21.810699589,3.8159458936
"182",8.5580304805,15.242858947,11.979708064,12.029213563,8.9840470193,10.576923076,4.2884990253,12.866449511,4.8862679023,11.635565312,13.716874788,-1.4124293785,17.910447761,16.992665037,27.368421053,12.150589663
"183",10.239588855,-1.8708519968,-3.1209699318,-5.2556341601,-1.2326656394,-2.4637681158,7.663551402,-1.875901876,-1.2473015305,0.5576863121,-0.9429280396,3.1518624643,1.0548523207,1.671891327,4.5454545454,-6.3678160921
"184",1.2257405517,16.193801833,-0.24346378259,8.4595483746,13.494539781,3.4871649235,26.736111111,30.147058824,-4.1836221794,-1.0826771654,6.3126252504,30.6975053,48.747390397,34.121274409,2.5211470689,3.1586427873
"185",0.50475745247,-12.981627448,-12.732508704,-12.230793773,0.57355810004,-3.3618401651,-11.643835616,6.5355507033,1.5319148935,-13.18010586,-8.5579641846,-4.761904762,-7.0175438597,-5.5172413793,4.2134831459,-7.8285750964
"186",-16.565656566,8.1309619012,7.5335946793,1.7742342437,-16.361071932,6.6524259993,-8.8372093022,-9.1201716739,-0.67267742961,-13.610149942,1.1925042589,-0.41176470595,5.8867924528,3.0819140309,-11.051212937,-3.1413612567
"187",-5.5690072639,-9.1845140033,-1.0822958809,-4.2166386247,-20.404721754,0.94420600872,-1.5306122449,0.82644628092,1.0143702451,-21.228304406,-5.7239057241,-16.7749557,-17.462580185,-17.387883556,5.8787878788,4.5135135135
"188",-2.435897436,-18.519143573,-8.9448449062,-15.445160906,-20.338983051,-12.131519274,-13.989637305,-12.060889929,-3.685082547,-10.074332088,-12.351258706,-17.033356991,-8.2901554404,-12.476190476,-9.9599313109,-10.499486902
"189",-10.902329344,-13.344498394,-6.0917353573,-6.9927628548,-7.0478723404,5.2903225807,5.4216867469,16.511318242,10.966057441,4.1904761905,-1.7205781141,-1.1976047905,-19.585687382,-21.218715996,0.69930069931,-10.091774273
"190",25.971298748,5.0657894737,-0.69071794751,-1.875021867,2.4320457798,-0.42892156862,-4.3809523811,7.7714285713,10.901960784,-0.73126142597,0.84033613439,11.082251082,9.8360655738,6.4917127072,5.6818181818,9.5126347092
"191",-5.644220146,2.9506858587,2.5457291813,0.65781313842,-7.8212290503,-11.692307692,15.338645418,10.074231177,7.496463932,13.152907892,0.69444444453,-15.822291504,0.31982942419,-0.51880674455,13.022700119,-4.2762015431
"192",-5.3218174488,-8.0855971431,-11.195863862,-4.299679688,-7.1212121212,-15.331010453,-0.518134715,0.57803468189,-0.55179827623,-23.770491803,-3.4017121586,-8.3333333335,-8.9266737513,-12.646675358,0.052854122441,5.7906615439
"193",2.3876404493,-6.0379918589,-4.357350179,-5.7668876765,-1.0224827037,-9.2592592593,1.0416666668,-3.7356321838,-4.7366677708,-22.580645161,0,-17.97979798,-19.136522754,-27.76119403,12.625462229,-8.3430502835
"194",21.9478738,-2.2382671481,18.888513809,17.695695994,-0.67681895098,4.8979591838,-2.4054982819,-2.7860696518,5.006954103,-1.9444444445,1.9054806473,-0.24630541857,6.0606060606,6.1983471074,6.0506566602,9.5161290323
"195",-12.299911253,47.543975224,29.358708646,26.960786103,37.819420784,23.865110246,16.725352113,7.4718526101,-20.889204521,84.702549575,20.058780308,22.469135802,44.62585034,62.451361868,6.0592658117,13.09460041
"196",19.35483871,11.836115326,2.7804524125,5.3180648421,-15.327564895,3.170416564,17.496229261,22,-13.752620545,19.785276074,5.9975520197,4.3278374764,24.83537159,22.51497006,11.127897366,-0.9379236305
"197",8.4498215389,-24.918400939,-12.690358406,-11.903274295,-13.452660327,-16.354645002,2.6957637998,-2.4199843871,-8.6047642199,-28.681177977,-9.3071593535,-12.621359223,-23.285606632,-21.407624633,-3.0681818182,-3.0319676998
"198",4.7047047048,5.1789895428,11.006539759,11.379515032,29.307282416,23.39527027,60.5,40.88,-6.706416335,5.7450628365,6.5263157896,25.222222222,13.064833005,17.164179105,13.638139898,5.7342657343
"199",9.9426386232,22.526193248,8.213607805,12.712548406,24.862637362,10.027378507,37.30529595,26.519023282,-15.257142857,31.578947369,10.144927536,29.103815439,21.720243267,26.008492569,5.9147180193,5.5406543042
"200",-8.9445555768,10.954821398,-0.31829549553,2.5367727567,-3.7403740373,2.5194401245,27.793533749,27.917414722,-3.3715441672,17.525900147,3.8134875949,4.3986254295,5.210563883,8.2561078349,-4.5779220778,0.47738693465
"201",-7.1153846153,-1.2213592899,-2.5196741072,2.1664876278,-1.942857143,2.0327669901,-14.513981358,-16.245614035,-2.0992418371,-2.422907489,-2.8538147933,4.5424621461,2.7137042061,5.6031128404,2.7220142905,-2.6506626657
"202",9.8343685298,28.464912281,14.292877579,15.217908406,13.636363636,8.6827237587,23.052959502,14.578969417,22.412562455,24.379232506,13.189448441,10.516372795,23.117569353,30.361090641,11.626366346,-2.2531424272
"203",-1.9667300311,-2.3183328264,-8.1114084824,-10.982653038,-18.974358974,-20.793433652,8.2278481012,3.5831809872,-3.3819241982,23.140148627,-8.7923728813,-14.643874643,-0.91201716741,-9.5534200113,-11.097922848,-2.5198938993
"204",-2.3414634146,-1.1432486313,1.0234547817,-1.4298653697,1.7473180438,-5.4922279794,-11.072124756,-8.6127779738,-3.43995172,-20.295202952,-0.23149149756,15.887850467,-8.2837033026,-7.0625,-3.9052069425,-0.95238095228
"205",3.7962037963,10.751156995,10.361182184,12.832960407,18.547341115,17.507309942,-8.6804033319,-4.5577443029,12.5,12.962962963,12.077294686,13.306451612,-4.4273907911,1.0087424345,8.8919763806,5.8936629786
"206",13.763233878,6.3966570233,1.5792857073,2.2616682149,16.958424508,4.8211508554,3.1685069611,-0.44516390117,-0.38888888894,6.1475409835,10.691575612,13.472292831,-1.4206300184,1.0652463379,4.8803827751,-1.937680021
"207",4.8000084658,2.319354166,-1.7243631176,-3.0563689735,-3.4611786717,-2.8486646884,-20.428106096,-10.284552845,-2.8060106494,-15.907335907,-5.2369077305,-11.46953405,-5.07518797,-4.5454545454,-0.88199513375,-4.9532347344
"208",8.1300813008,-2.7243115193,1.6141787008,3.2411781738,-13.953488372,-10.904092852,5.6140350878,3.7607612143,-11.093702576,-10.009182736,4.1052631579,10.576923077,-5.2145214521,-3.5886818495,-6.7634812714,7.8466158566
"209",-9.9434341303,-13.133445743,-8.5352290519,-9.3372417139,-11.61908189,2.2897477391,-23.864894795,-18.60112568,4.2317708334,-2.6530612246,-9.5045500506,-2.5629290617,-5.1532033427,-7.2297780959,-0.92244619063,2.02647933
"210",15.210084033,-5.1598462013,2.0987433012,2.3602074811,5.7591623035,-11.921005386,-9.4545454544,-4.9246813442,-5.2550223204,7.7568134173,0.95131505313,5.2606857678,-3.0837004405,-4.5524691359,9.1724137932,-3.8135593221
"211",8.6068563091,7.0895522389,9.9946418433,8.0473890566,5.4455445546,5.6257643702,8.4337349397,1.5843997562,4.2300066094,3.6964980545,2.5498891353,0.62472110676,4.5454545454,7.4373484236,5.9696778268,4.226291634
"212",-6.769923627,7.6804649956,7.0261042176,11.29798904,-1.6431924882,10.922423774,30.518518519,23.155368926,13.696892834,11.364792251,11.156380671,-8.6474501108,1.231884058,2.7088036117,-4.1728763039,8.8624338627
"213",13.768115942,13.937730463,3.6202372028,4.4354132446,-4.7732696898,-1.7745302714,12.145289444,10.521188504,-0.0075889074651,-6.8354430381,8.296514482,-4.7087378642,13.171080887,12.087912088,3.5147744946,4.787363305
"214",10.191082802,-1.3180515761,-1.8062038681,-1.0025710416,-0.072283310692,-11.477151966,11.589068825,11.679153812,-12.409167132,-0.81521739121,-4.9864007253,-6.8772287314,10.18342821,9.6078431372,-10.456730769,0.86002348617
"215",-3.5531691998,-12.506041839,-7.2713948175,-5.8003208265,-14.618369987,-7.6830732292,-15.056689342,-15.706393054,-0.12763241866,1.4763209392,-0.95419847321,-11.92560175,-8.4385763491,-8.2886106141,9.7315436242,-10.110803324
"216",5.1204819278,6.6015418948,8.1722165101,6.3257688185,4.0909090909,8.1491114001,3.2568072611,6.2734082398,28.375829752,11.732851985,6.015407341,3.6645962735,6.0188087775,4.6814044214,4.98470948,7.8948912405
"217",-8.424068768,24.701445632,22.741822991,20.450102692,9.1703056769,2.4188995672,5.1189245089,4.3612334801,0.099999999838,16.316639742,22.458410351,-0.53924505692,25.96096984,22.360248447,5.9714535391,5.7038834952
"218",8.6511434125,5.3427419354,-6.314165538,-4.8133663838,9.4666666666,3.4271725826,21.839645843,17.771211482,8.6913086914,15.416666666,4.8904844905,-8.0120481928,8.6854460093,8.9340101524,3.490929082,-3.2835820896
"219",1.4997332721,-1.0810926021,4.5014670381,1.9325054536,4.263093788,2.8796844181,-15.220024222,-13.620071684,-0.86984763884,-6.5650903274,5.2270125907,-11.263916175,0.90712742985,-0.2329916123,-7.0385126162,4.938271605
"220",-9.7687861271,-10.553253716,-8.7399022323,-3.677745279,-1.168224299,2.7223926381,-9.1904761904,-5.3941908714,3.0509553111,7.4193548386,-1.305293691,30.520574188,5.4366438357,7.2863148062,3.4409954369,2.5338654646
"221",-15.067526299,-16.689362991,-18.199562105,-15.572915226,-3.6397197277,-12.280701754,-23.282642895,-26.535087719,1.5808491416,-10.695013328,-17.487141808,-29.589509692,-9.7517651059,-17.205224205,-25.625711035,-5.9183673468
"222",-8.1942336873,-5.3831793157,-6.4588636413,-7.7233689984,-4.8239895697,-6.3431982133,-16.678058783,-19.104477612,7.9601688269,-6.0135135135,-9.9478307398,-8.9068825912,-12.483100495,-9.430979979,-10.936902485,1.687153531
"223",5.3719008265,13.438045375,15.253384074,14.382273533,12.739726027,-6.4781021898,41.673502871,42.287822878,-20.651277824,19.913731129,13.507625272,16.266666667,12.976313079,14.71785922,7.3422069558,-10.455276364
"224",-4.4219049006,-6.5236492394,-9.8805066505,-6.9851911791,-9.3560145808,-0.53658536581,-8.3960625361,-6.1203319502,1.8181818183,-2.9853915727,-5.9927152717,6.1162079512,0.86324509175,-2.0883666986,-2.4,-2.6077700906
"225",1.2396694216,-1.8556837525,2.6201060124,1.0900356388,-4.0214477212,5.0024521823,-1.9595448801,2.8729281767,1.2266905709,7.1695760598,5.4830287207,-7.9971181556,9.7373188408,9.5015576324,-3.3196721311,3.4507634264
"226",24,45.161290323,17.555125393,19.717378975,54.05027933,22.512844465,51.515151515,42.857142857,5.5471507816,-5.410122164,11.287128712,30.540328896,25.134131242,30.962541489,18.4824078,7.438016529
"227",7.3074391046,5.3962752198,11.101513324,12.186987182,15.23118767,23.903926801,3.9574468085,6.4661654136,4.1567128525,-3.9838821517,9.7864768682,-5.9388122378,-6.8828633385,-7.4527311941,1.0017889088,10.923076923
"228",4.4171779142,4.4730013307,2.8793080677,2.5298417724,10.234488943,-2.5322158524,-0.81866557503,-0.52966101694,-0.50411689763,-4.2635658913,-1.8809832532,5.2295918369,-9.5178401033,-7.9283627299,11.583421891,-2.8190920213
"229",17.8613396,11.550871154,18.99386843,17.157238496,-0.072150072174,15.58101473,54.354106479,44.479943202,-10.793357933,5.600539811,11.754966887,20.848484848,16.338582677,12.786596119,37.682539683,0.75078711543
"230",-4.3868394816,-1.3340472105,-4.2555513267,-4.3562183269,3.9711191335,1.2177853299,-1.1229946525,-4.2506142507,-1.3443640125,-3.2587859425,-2.8972406531,-0.45135406217,1.0490693739,5.7857701329,-9.2690800093,3.6778846155
"231",0.23461939527,-3.4351890725,-1.7195291128,-0.71837931791,-3.4722222223,1.8466703974,-0.78420767977,-2.8483448806,-3.3018867924,0.66979236435,-2.9959514168,3.5264483626,4.3201607501,3.6954915004,6.7344345616,2.945055208
"232",1.7555266581,1.9704433498,-1.6636252355,-0.51590062403,6.0431654678,14.250182018,-8.5878050858,-4.7068010618,6.4498644986,-6.5389696169,-0.58430717863,4.0644662684,-3.820224719,-3.318074477,14.699306711,-2.1045186028
"233",17.31629393,5.2548897958,5.3809933639,4.0464629743,3.3556236745,16.504854369,5.2293577981,2.9437229436,-3.5132382892,-1.4768611983,4.0302267002,-10.618216139,-5.4460535069,-5.3972077605,-5.9361702127,3.3263453783
"234",11.165577342,4.3683378792,2.5041869683,2.05250615,0.60975609777,1.2499999999,2.4411508282,0.92514718253,2.4274406333,9.5890410959,4.2037186742,2.32312566,6.340772228,7.2798434443,6.9215109705,-1.1927034612
"235",1.6658500736,-8.7504634779,-6.465144519,-8.0766648137,-4.7811447812,1.1316872429,11.744680851,9.9999999999,-0.51519835142,-9.5394736843,-3.2583397983,-0.15479876174,-4.0972684876,-4.8522437067,12.968055849,7.8815640642
"236",19.421686747,-5.1622633361,-2.5491569559,-4.4397349748,4.3847241866,6.0020345878,16.628585936,18.560606061,-7.0429829103,-5.8804123711,1.2499423554,4.6511627908,-1.0959200094,-1.4555485916,-3.1835205993,2.1555555555
"237",4.5197740114,-1.1420912841,3.1954115359,3.0037892289,-2.9132791327,-4.7792706334,-12.603395733,-10.500532481,-0.2228412257,2.2533022533,7.4164629177,-5.1851851851,6.6501591793,8.0392156862,-4.0618955513,-2.7191646726
"238",5.1737451739,5.8474389976,8.3220374723,6.9321386642,-4.7452896022,12.215279177,-1.4694894148,-2.4512137078,-2.1217197097,2.0516717324,4.0212443097,3.645833333,8.4577114429,10.308529945,10.120967741,-0.49194991052
